1543	1539
325	170
2069	1633
41	424
1126	321
1609	1155
3	1886
499	14
426	898
1823	1500
799	1213
752	1097
1032	928
1640	1216
329	1047
1456	1654
1398	1097
1549	1543
500	1224
981	358
1356	1047
140	1654
935	1097
1219	1218
469	1282
790	1097
1349	1213
607	1213
1976	1017
1599	1886
1627	1705
1551	1552
1096	1464
1941	986
1561	958
1782	76
499	1221
1111	2010
344	1633
1614	1097
768	3
475	1148
662	885
631	656
329	1661
1699	358
1794	1464
1664	958
1465	23
437	885
1301	2073
1541	1546
2	1663
1971	1681
539	857
1987	321
867	11
63	1590
972	937
1418	1353
805	2120
1291	1030
998	2063
1741	1290
421	159
599	957
890	1654
1142	1097
972	928
1718	654
993	158
1460	345
323	1581
241	321
1102	957
502	76
379	76
1616	1175
1912	1144
1188	321
1913	1104
1157	1029
1387	1654
1353	604
1922	1654
166	76
705	321
390	933
948	1913
1917	470
376	1102
475	1282
153	637
1557	928
1131	1573
457	1097
221	193
2114	1654
156	1499
2063	1289
320	1251
1172	369
134	1663
1086	1450
1213	631
9	1213
345	1518
1866	2068
1614	1568
1709	158
800	1654
8	1353
134	1654
639	675
17	923
323	1252
1557	2066
1927	9
923	888
1649	1866
855	1026
2063	1189
470	1246
1521	424
1586	1654
418	1097
1554	1551
1681	1437
1188	1147
1459	888
1189	1589
408	159
1230	499
944	1941
1810	675
1612	1102
1554	1542
1018	1418
1665	1664
1610	1654
1252	1866
1365	1717
1538	350
693	1865
221	3
1826	1647
1605	865
1497	1097
899	1654
1856	980
1202	1499
1363	324
1188	1500
1028	1189
787	164
1425	1356
211	1654
172	1706
1544	1552
1229	501
986	972
1483	1654
861	609
1748	316
3	829
829	3
2063	1200
1189	1028
1552	1544
1555	1541
1044	156
1079	1882
1330	1654
1633	199
1633	829
965	449
22	473
851	989
1552	1551
1132	1097
1144	1971
1839	1654
2063	1589
1279	1605
713	2089
1556	928
1545	1546
401	473
737	1500
3	199
1151	1654
865	1728
1255	1097
352	1654
1552	1542
1714	1581
1478	1255
508	1725
1349	1654
1544	1541
1945	348
680	430
1218	1202
607	898
1896	321
1624	70
1789	1257
1581	2073
1055	944
942	941
1543	1541
1462	1213
662	865
153	1654
1451	1500
1056	1036
1510	1886
1325	76
499	1097
1551	1549
524	928
500	1218
344	143
1175	1614
1843	928
1846	1866
1298	1047
937	340
1751	1654
2063	1535
1189	2115
580	1866
11	170
344	604
1160	1654
1051	1017
1546	1555
1551	1546
1549	1542
802	2
2015	323
2073	1654
1541	1543
1437	1207
757	191
1695	1282
64	1086
1163	1151
11	1922
945	158
1009	1654
1551	1555
193	1633
217	619
1224	499
879	1605
224	1500
126	1251
2089	713
937	1097
951	1097
1680	1654
497	1251
321	1097
716	1282
1032	1155
1546	1541
575	1960
1017	1976
198	3
499	1229
1472	1097
1111	1144
1541	1545
1905	1633
325	986
1609	1030
1163	1133
