0	1	#建议把体育列入中高考必考科目#高中，大学每次期末考试800米都是我最惧怕的，跑完太难受了，还好我已经毕业了	-1
1	0	#建议把体育列入中高考必考科目#我理解国家想要达到的效果，为了提高体质健康，但是加入高考真的达不到你们想要的效果。我们国家的教育，到现在为止都还处于应试教育状态，加入高考只会增加学生负担，想要真正达到效果，还不如一点点改变应试，真正做到教育学生，培养学生的体育精神和意识。当然，在目前的背景下推行高中体育教育，最终依然会被考试知识所替代，毕竟连体育课时间都会被书本知识时间挤占……其实说白了，学生们应试是为了好的前途，好的工作，目的是好的工资，而好的体育对这并不有直接的推力作用，我们国家要想达到提高国民体育素质，还是要把居民收入提高才是硬道理，可支配收入增加，人们对于享受资料消费才会上升，我认为体育是有钱有闲人才会考虑的生活必需品，当然，特别爱好除外。 收起全文d	-1
2	0	#建议把体育列入中高考必考科目#我拒绝!拒绝!啊啊啊啊啊啊啊啊啊啊啊啊啊 2苏州	-1
3	0	我参与了@每日经济新闻 发起的投票【建议把体育列入中高考必考科目，你怎么看？】，我投给了“中考可以，高考不合适”这个选项，你也快来表态吧~ 转发微博:【#2020全国两会热议# 】#建议把体育列入中高考必考科目#，你怎么看？（ZY） 建议把体育列入中高考必考科目，你怎么看？	-1
4	0	#建议把体育列入中高考必考科目#还好我毕业了……	-1
5	0	#建议把体育列入中高考必考科目#不支持女孩子痛经跑步真的会死人的上回我800跑完痛经，站都站不住，回教室腰都坐不直，老师讲的课也听不进去再者，高中学业紧张，高考考体育，美其名曰减负，实则增负。拿初三举例，我们当时早上五点半起来晨跑，每天课间操体育课课外活动，一天下来十公里都打不住，腿天天是疼的，更何况初中课程比高中课程简单。将体育纳入高考只会影响高三生的学业。建议可以增加体育课的趣味性，在课余组织 学生锻炼，不仅仅是跑步，让学生能真正喜欢运动，形成良好的运动习惯，让体育课是享受，而不是“刑罚”。 收起全文d	-1
6	0	#建议把体育列入中高考必考科目#我拒绝！！！！	-1
7	0	#建议把体育列入中高考必考科目# 这 倒也是duck不必了吧 我不是太想重复800m噩梦#中国第一个国家公园# 真的是第一个吗 我好像2G 求一个科普	-1
8	0	#建议把体育列入中高考必考科目#求求了 放过高三孤儿 平时跑跑操差不多得了（虽然与我无关惹）	-1
9	0	#建议把体育列入中高考必考科目#哇，会疯的，而且并不减负啊，心理压力很大的，当初中考体育过程贼痛苦，幸好大学了	-1
10	0	#建议把体育列入中高考必考科目#别别别求你 中考就可以了 高考不要了我真的求求你	-1
11	0	#建议把体育列入中高考必考科目#duck不必啊，这不是变相增加了负担吗	-1
12	0	#建议把体育列入中高考必考科目#原来你们管加试叫减负啊。属实牛批。	-1
13	2	#建议把体育列入中高考必考科目#不要啊k高考的学生平时就已经很累了，中考的时候练体育，真的是每天练，累得要死，最后发现总体大部分还是得看学习成绩所以我们练得腿疼，上楼梯都要扶着上，最后晓得并没有啥用，这不找事嘛	-1
14	1	#建议把体育列入中高考必考科目#duck不必，哈哈，强颜欢笑。啊啊啊啊，对于一些学生来说是增负吧。I'm gonna get depressed.	-1
15	0	#建议把体育列入中高考必考科目#求求了别祸害我们了，扛不住啊，八百米不是我这种凡尘俗子能跑的东西	-1
16	2	#建议把体育列入中高考必考科目#真没必要我还记得我初三放学后练体育到六七点天都黑了的场景	-1
17	0	#建议把体育列入中高考必考科目# 还好我毕业了 不然我会被气死	-1
18	1	#建议把体育列入中高考必考科目#主要是为了强身健体，劳逸结合！平时体育成绩 合格就行了吧？！别要求太高难，别整成体育竞技了。 L蓬头稚子学垂纶2020的微博视频	-1
19	2	#建议把体育列入中高考必考科目#别啊中考体育已经够疯了高中还不更疯很不利呢	-1
20	0	#建议把体育列入中高考必考科目#	0
21	1	人生就是这么一步一个脚印走出来的。#建议把体育列入中高考必考科目#	0
22	0	#建议把体育列入中高考必考科目# 永远不知道前方的路会如何	0
23	615	#建议把体育列入中高考必考科目#你支持把体育列为中高考必考科目吗？ 你支持把体育列为中高考必考科目吗？	0
24	0	#建议把体育列入中高考必考科目#公务员也考一下吧	0
25	0	#建议把体育列入中高考必考科目#	0
26	2	#建议把体育列入中高考必考科目#怎么考呢？	0
27	104	【百余委员：#建议把体育列入中高考必考科目#】日前，全国政协委员吴志明领衔提交为中小学生减负的提案，建议重新疏理制定国家教育评价体系，把体育列入中高考必考科目，并给予语文、数学等主科一样的考分权重，激发学校、家长、学生的内生动力，真正实现为中小学生松绑减负。吴志明等委员提出，加强社会宣传和对家长的引导，将孩子的身心健康排第一位， 尊重教育的规律和孩子成长的自由。中考高考 关于把体育列入中高考必考科目，大家是否支持呢 收起全文d	0
28	1	#建议把体育列入中高考必考科目#对学生来讲千百个不愿意，对国家来说有必要	0
29	0	#建议把体育列入中高考必考科目#嗯？这个要看个人身体情况吧！这要是身体特别不好的那真真倒霉了，健康身体还是要从小锻炼 转发微博:#建议把体育列入中高考必考科目#嗯？这个要看个人身体情况吧！这要是身体特别不好的那真真倒霉了，健康身体还是要从小锻炼	0
30	0	#建议把体育列入中高考必考科目# 2林州市	0
31	2	#建议把体育列入中高考必考科目#说实话，现在初中为了那30分每天留你下来练跟疯了一样	0
32	18	#建议把体育列入中高考必考科目#好消息：以后再也没有语文数学老师来占用体育课考试了。坏消息：以后体育课不能再想怎么玩就怎么玩了。当体育课也和考试密切相关，体育老师也开始天天谈成绩，你还会爱它吗？	0
33	0	#建议把体育列入中高考必考科目#中高考都结束的我难得吃瓜	0
34	6	#建议把体育列入中高考必考科目#把体育列入中高考科目在增强体质方面有他的积极意义，但若不调整教学及考试结构，仅仅在现有考试课中增添一门考试课，所谓松绑减负四个字从又何谈起呢？	0
35	0	#建议把体育列入中高考必考科目#竟然这样的话，为了让大家一直保持良好健康的身体素质，有奋斗的本钱，那应该也把体育考试列入工作评比中去啊，去给工作的人“减负”啊！实现终身锻炼的好习惯啊！让那些公务员，党员去带头啊。我觉得这个提议最大问题就是：以考试去逼迫学生去锻炼，增大一些学生的压力。而考试过后呢？那些不是学生的人一个个都秃顶，啤酒肚，油光满面。这些人难道身体素质就好 收起全文d	0
36	0	#建议把体育列入中高考必考科目#“高考加一门足球，中国足球就上去了。”这只是一个黑色幽默，不按足球规律做，任何国家的足球也上不去。同理，中高考加体育也只是权宜之计。让中国孩子们身体乃至精神强壮起来，归根结底还是改变中国教育、让孩子们多样化成长起来。	0
