9578	12708
5462	2028
2679	7232
14585	9889
1163	11032
2679	13438
3493	5746
2679	2933
681	13566
13586	6844
353	12747
17502	6374
2679	9107
681	3419
16151	3472
233	6768
212	12860
5502	1297
95	98
1560	13910
569	12405
7787	17587
15884	13122
652	3343
15732	13047
10375	11745
16557	13539
9666	10088
88	2351
2759	16562
10803	14501
9255	17587
15987	14479
15732	13386
1163	6183
13082	1588
2679	11735
16410	8959
10417	1804
17669	6326
10156	14717
2021	1986
14585	14588
2679	4909
9063	10836
212	17022
15177	14955
675	13982
13176	1805
2250	2017
9422	15502
4498	13992
212	13647
7444	558
14929	14959
7787	16804
9353	15650
17315	1463
5475	5908
498	486
2759	7504
7368	3591
12461	12712
7357	7353
15871	15455
12094	9965
1985	16821
7271	4750
3953	9894
15732	9800
603	11638
4522	8478
6374	14379
17296	12643
14929	15403
10803	14233
1039	3186
590	450
224	11816
7883	6035
12132	2439
15987	14300
675	9997
14365	16510
12830	2230
1134	17280
12634	17425
472	96
14483	10453
15486	5711
1163	1604
681	189
17280	4991
13868	14451
3280	17238
3372	8497
4137	4453
4894	4025
1723	12639
7271	7702
2759	16008
3256	1033
1352	5548
8476	6915
16557	16572
1560	3480
3186	11452
5360	12820
3232	12220
16732	11397
4715	10855
7690	16138
212	2145
1163	12061
10815	17068
9263	5807
486	7123
212	1439
7333	6328
267	8765
7351	7331
1588	16741
9263	15248
17315	5994
12634	489
2759	2480
15870	14943
212	5669
8476	13818
12965	16670
16841	4609
1928	15883
498	157
2759	7365
3937	8489
12461	12573
16584	14694
5960	1766
486	1722
17149	4679
14033	14302
603	179
5975	2
10156	15736
11200	6188
212	15859
2675	14935
6863	16090
1396	12410
11588	5672
12507	13048
9020	11127
4277	13954
7175	7262
1928	4808
3120	17069
2759	6103
2679	8825
10294	12436
11032	12786
2720	16143
8049	9472
1868	2022
11989	15326
3214	17370
2025	2001
2240	15012
2759	1181
3280	1996
10307	4248
4244	13914
1006	7286
2758	13033
3372	14401
486	7399
220	4854
11022	11532
1993	5668
13176	5526
6672	7635
15732	2673
10294	4704
