0	3	滴 早读 打卡 成功	0
1	1	分享 视频 怀化 溆浦县 L 秀丽 198606 的 微博 视频	0
2	0	明天 见 凯叔 O 明天 16 00 凯叔 讲故事 凯叔 讲故事 App 创始人 凯叔 做客 学而思 网校 免费 直播 课 啦 O2 月 14 日 16 00 16 40 来 学而思 网校 听凯叔 讲 《 打不倒 的 苏东坡 》 现在 凯叔 讲故事 App 里 为 不同 年龄 的 孩子 准备 了 2400 + 免费 学习 课程 和 故事 ☞ O 网页 链接 转发 微博 凯叔 讲故事 创始人 凯叔 要 做客 学而思 网校 免费 直播 课 了 也许 你 正为 当下 的 困境 而 感到 沮丧 或许 你 可以 向 他 学习 哪怕 人生 三起三落 苏东坡 始终保持 着 乐观 的 人生态度 对 当下 有 耐心 对 未来 有 信心 月 14 日 16 00 16 40 关注 学而思 网校 微博 听凯叔 讲 《 打不倒 的 苏东坡 》 的 故事 展开 全文 c	0
3	0	五官 结构 剖析 第二 弹 美术 生 ## 素描	0
4	2	L 周晓 26780 的 微博 视频	0
5	0	好 的 看看 看 王俊凯 微 吧 王俊凯 51talk 品牌 代言人  王俊凯 停课 不停 学 今日 公开课 如期 上线 主题 大黄蜂 酿 蜂蜜 吗 晚上 点 和 TFBOYS 王俊凯 一起 学习 蜂蜜 的 英语 表达 转发 微博 上 51Talk 停课 不停 学 月 免费 好课 推荐 今天 18 00 Concon 老师 开讲 啦 今日 主题 大黄蜂 酿 蜂蜜 吗 小 每次 看到 凯 队长 TFBOYS 王俊凯 甜甜的 笑容 心里 就 像 吃 了 蜜 一样 甜 蜂蜜 的 英文 表达 赶紧 学 起来 吧 点击 O 网页 链接 注册 ➡ ️ 登录 51Talk APP ➡ ️ 进入 公开课 展开 全文 c	0
6	0	哈哈哈哈 大梦精 就是 我 高考 ## 语文课	0
7	0	幼儿园 园长 幼儿教师 等 正常 开始 注册 报名 开通 账号 在家 学习 考试	0
8	0	拐点 已经 到来 教育部 发 重磅 通知 回应 家长 乐 了 却 有 一个 坏消息 O 拐点 已经 到来 教育部 发 重磅 通知 回应 家长 乐 了 却 有 一个 坏消息	0
9	0	故意 隐瞒 病情 就是 给 病毒 当 帮凶 停课 不停 学学习 不 延期 北辰 在 行动 扫码 免费 领取 《 初中 知识点 随身 魔记 手册 》	0
10	1	水利 与 土木工程 学院 线上 授课 学纪 学风 倡议 来 了 快去 湘农 水土 微信 公众 号 了解 一下 吧 湖南 农业大学 团委 湖南 农业大学 湖南 农业大学 学生会	0
11	0	一定 要 努力 的 对抗 疫情 演员 王 真儿 疫 起 战斗 益起 停课 不停 学 给 我学 在家 也 要 好好学 转发 微博 她 是 新 时代 的 榜样 偶像 也 是 这场 全民 战 疫 的 加油 者 跟着 演员 王 真儿 和 新东方 益起 停课 不停 学 让 中小学 学生 学业 在 非常 时期 不 受 影响 在家 也 能 好好学	0
12	0	🏰 停课 不停 学 今日 份 学习 内容 📖 上肢 解剖学 及 运动 生物力学 🤘 567GO 培训 总监 柳磊 老师 直播 授课 爱心 为 学子 们 带来 精彩 的 运动 康复 课程 ⏰ 2020.2 . 21 16 30 不见不散 567GO 健身 教练 培训	0
13	0	部编版 语文 五年级 下册 教师 教参 O 备课 ｜ 教师 用书 来 了 统编 语文 五年级 下册 第一 单元	0
14	0	今天 上课 学 的 查看 图片 转发 微博 抗击 疫情 学而思 网校 将 于 月 10 日起 推出 全年 级 各学科 免费 直播 课 和 自学 课 月 日 正月 初八 起 开始 进行 全天 试运行 授课 免费 直播 课 如何 报名 讲义 怎么 领 您 最 关心 的 问题 答案 都 在 这 ↓ ↓ ↓ 疫情 持续 多久 我们 就播 多久 好 未来 学而思 官方 微博 O 免费 直播 课 如何 报名 讲义 怎么 领 您 最 关心 的 问题 答案 都 在 这	0
15	0	停课 不停 学 新 学员 → 昭延 网课 免费 试听 在线 报名 在线 直播 日语 课堂 实时 直播 互动 课后 可回 看 学习 难点 疑点 给 要 发霉 的 你们 点多 乐趣 😂 😂 南宁 日语  日语 学习 日语  日语 如果 没有 疫情 你 在 干嘛 ## 语言 学习 南宁	0
16	0	万一 呢 转发 微博 【 转 抽 个 211 元 好运 红包 】 复习 战线 这么 长 怎样 确保 大班 上课 的 学习效果 来 听 考虫政 英数 三师 肖睿 老师 王琢 Leo 线代 吴 为 你 解答 考虫 考研 系统 班 Plus 今日 开售 停课 不停 学 线上 更 安心 ❤ ️ 点击 领取 500 元 优惠券 → O 网页 链接 L 考虫 考研 萌酱 的 微博 视频	0
17	186	一场 疫情 改变 了 所有 计划 也 改变 了 很多 人 的 生活 方式 停课 不停 学 在家 上网 课 思路 很 好 但 不 知道 实践 起来 感受 如何 p . s 大 人们 看到 00 后 对 上课 软件 如此 舌灿莲花 的 评论 给 跪 了 如果 大家 把 吐 槽 时 的 这份 才情 机智 与 幽默 用 在 写作 上 妈妈 就 再也 不用 担心 你 的 学习 了	0
18	0	爱上 吃饭 有点 难 停课 不停 学 你 怎么 把 八百年 前 你 坟里 的 小学老师 教 的 查字典 的 方法 都 忘 了 呀 大不敬 哦 虽然 是 上个世纪 上 的 小学 了 羿 这个 字 麻烦 你 个 不 认识 字 的 小美女 抄 714 遍 哦 睡醒 交 作业	0
19	0	学 英语 凯撒 蓝 护卫队 王俊凯 51talk 品牌 代言人  王俊凯 停课 不停 学 今日 免费 精品 在线 课程 马上 来 啦 快 跟着 学习 队长 TFBOYS 王俊凯 一起 快乐 学习 吧 转发 微博 上 51Talk 停课 不停 学 今天 的 12 00 王牌 外教 老师 Concon 就要 开讲 啦 今日 份 精品 在线 课程 趣味 主题 课 超多 话题 充满 乐趣 拒绝 枯燥 孩子 更能 坐 得 住 快 来 跟随 51Talk 学习 队长 TFBOYS 王俊凯 的 脚步 一起 在线 玩转 英语 大 世界 吧 点击 O 网页 链接 注册 ➡ ️ 登录 51T 展开 全文 c	0
20	0	学而思 学校 太 优秀 啦 能 保障 孩子 们 还 能 继续 学习 很 贴心 一个 软件 了 微博 家庭教育 学习 强国 与 学而思 网校 联手 应对 因 疫情 的 延期 开学 面向全国 中小学生 打造 免费 直播 课 邀请 百位 优秀教师 在线 授课 确保 每个 孩子 的 学习 进度 不 受 影响 转发 微博 学习 强国 携手 学而思 网校 为 全国 中小学生 推出 在家 上学 中小学 课堂 专题 组织 上 百位 北大 清华 哈佛 毕业 名师 全国 特级教师 家庭教育 专家 心理学 专家 共同 推出 中小学 课堂 为 防控 疫情 期间 在家 的 中小学生 们 讲课 在家 也 能 好好学习 一起 抗击 疫情 受 疫情 影响 课程表 展开 全文 c	1
21	0	春季 免费 直播 课 停课 不停 学 我们 在 行动 作业 帮 免费 直播 课 停课 不停 学 安心 在家 学 中国移动 十余项 硬核 服务 举措 抗击 疫情 用科 转发 微博 春季 免费 直播 课 停课 不停 学 我们 在 行动 作业 帮 免费 直播 课 停课 不停 学 安心 在家 学 中国移动 十余项 硬核 服务 举措 抗击 疫情 用 科技 点亮 希望 我们 与 你 共度 时艰 关注 作业 帮 App 中国移动 转发 本条 微博 月 日 不 过滤 抽送 台 998 元 kindle 电子书 阅读器 微博 抽奖 平台 O 抽奖 详情	1
