0	3	#停课不停学# 滴~早读打卡成功	0
1	1	分享视频 2怀化·溆浦县 L秀丽198606的微博视频	0
2	0	明天见//@凯叔:O明天16：00 //@凯叔讲故事:#停课不停学# “凯叔讲故事App”创始人@凯叔 做客学而思网校#免费直播课#啦！O2月14日16:00-16:40 来@学而思网校 ，听凯叔讲《打不倒的苏东坡》。 现在“凯叔讲故事App”里为不同年龄的孩子准备了2400+免费学习课程和故事。☞O网页链接 转发微博:#停课不停学#！@凯叔讲故事 创始人@凯叔 要做客学而思网校#免费直播课#了！也许你正为当下的困境而感到沮丧，或许你可以向他学习。哪怕人生三起三落，苏东坡始终保持着乐观的人生态度。#对当下有耐心，对未来有信心#，2月14日16:00-16:40，关注#学而思网校#微博，听凯叔讲《打不倒的苏东坡》的故事。 展开全文c	0
3	0	五官结构剖析第二弹#美术生##素描##停课不停学#	0
4	2	#停课不停学# L周晓26780的微博视频	0
5	0	好的~看看看//@王俊凯微吧:#王俊凯51talk品牌代言人# 王俊凯停课不停学，今日公开课如期上线，主题：大黄蜂酿蜂蜜吗，晚上6点和@TFBOYS-王俊凯 一起学习蜂蜜的英语表达 转发微博:#上51Talk，停课不停学# 3月免费好课推荐：今天18:00，Concon老师开讲啦～今日主题：大黄蜂酿蜂蜜吗小5每次看到凯队长 @TFBOYS-王俊凯 甜甜的笑容，心里就像吃了蜜一样甜~蜂蜜的英文表达，赶紧学起来吧点击O网页链接注册➡️登录51Talk APP➡️进入“公开课” 展开全文c	0
6	0	哈哈哈哈大梦精就是我#高考##语文课##停课不停学#	0
7	0	#停课不停学#幼儿园园长，幼儿教师等正常开始注册报名，开通账号在家学习考试。	0
8	0	#停课不停学# 拐点已经到来！教育部发重磅通知回应，家长乐了，却有一个坏消息O拐点已经到来！教育部发重磅通知回应，家长乐了，却有一个坏消息	0
9	0	#故意隐瞒病情就是给病毒当帮凶#。 停课不停学学习不延期北辰在行动 扫码免费领取《初中知识点随身魔记手册》！！！	0
10	1	#停课不停学#水利与土木工程学院线上授课学纪学风倡议来了，快去“湘农水土”微信公众号了解一下吧！@湖南农业大学团委 @湖南农业大学 @湖南农业大学学生会	0
11	0	一定要努力的对抗疫情//@演员王真儿:“疫”起战斗！#益起停课不停学# ！给我学在家也要好好学 转发微博:她是新时代的榜样偶像，也是这场全民战“疫”的加油者。跟着@演员王真儿 和@新东方 #益起停课不停学#，让中小学学生学业在非常时期不受影响，在家也能好好学	0
12	0	🏰 停课不停学，今日份学习内容📖 “上肢解剖学及运动生物力学”🤘 567GO培训总监柳磊老师直播授课[爱心]为学子们带来精彩的运动康复课程⏰ 2020.2.21 16:30 不见不散@567GO健身教练培训	0
13	0	部编版语文五年级下册教师教参O备课｜教师用书来了：统编语文五年级下册第一单元#停课不停学#	0
14	0	#停课不停学# 今天上课学的 查看图片 转发微博:抗击疫情，#学而思网校#将于2月10日起推出全年级各学科免费直播课和自学课。2月1日（正月初八）起，开始进行全天试运行授课。“免费直播课”如何报名？讲义怎么领？您最关心的问题答案都在这↓↓↓ #停课不停学#！疫情持续多久，我们就播多久！ @好未来 @学而思官方微博 O“免费直播课”如何报名？讲义怎么领？您最关心的问题答案都在这	0
15	0	停课不停学 新学员→昭延网课 免费试听 在线报名！在线直播日语课堂，实时直播、互动，课后可回看学习难点疑点，给要发霉的你们点多乐趣😂😂#南宁日语#日语学习#日语#日语#如果没有疫情你在干嘛##语言学习# 2南宁	0
16	0	万一呢 转发微博:【转抽1个211元好运红包】复习战线这么长，怎样确保大班上课的学习效果？来听考虫政英数三师@肖睿老师 @王琢Leo @线代吴 为你解答~#考虫考研系统班Plus# 今日开售停课不停学，线上更安心❤️点击领取500元优惠券→O网页链接 L考虫考研萌酱的微博视频	0
17	186	一场疫情改变了所有计划，也改变了很多人的生活方式。停课不停学、在家上网课，思路很好，但不知道实践起来感受如何？p.s大人们看到00后对上课软件如此舌灿莲花的评论给跪了，如果大家把吐槽时的这份才情、机智与幽默用在写作上，妈妈就再也不用担心你的学习了	0
18	0	@爱上吃饭有点难 停课不停学 你怎么把八百年前你坟里的小学老师教的查字典的方法都忘了呀大不敬哦虽然是上个世纪上的小学了羿这个字麻烦你个不认识字的小美女抄714遍哦 睡醒交作业	0
19	0	学英语//@凯撒蓝护卫队:#王俊凯51talk品牌代言人# 王俊凯 停课不停学 今日免费精品在线课程马上来啦 快跟着学习队长 @TFBOYS-王俊凯 一起快乐学习吧 转发微博:#上51Talk，停课不停学# 今天的12:00，王牌外教老师Concon就要开讲啦～今日份精品在线课程：趣味主题课，超多话题，充满乐趣，拒绝枯燥，孩子更能坐得住，快来跟随51Talk学习队长 @TFBOYS-王俊凯 的脚步，一起在线玩转英语大世界吧～ 点击 O网页链接注册➡️登录51T 展开全文c	0
20	0	学而思学校太优秀啦。能保障孩子们还能继续学习。很贴心一个软件了//@微博家庭教育:#停课不停学#学习强国与@学而思网校 联手应对因疫情的延期开学，面向全国中小学生打造#免费直播课#，邀请百位优秀教师在线授课，确保每个孩子的学习进度不受影响 转发微博:“学习强国”携手“#学而思网校#”，为全国中小学生推出“在家上学（中小学课堂）”专题。组织上百位北大、清华、哈佛毕业名师，全国特级教师、家庭教育专家、心理学专家共同推出中小学课堂，为防控疫情期间在家的中小学生们讲课。#停课不停学#！在家也能好好学习，一起抗击疫情！（受疫情影响，课程表 展开全文c	1
21	0	#春季免费直播课#停课不停学，我们在行动！作业帮免费直播课，停课不停学安心在家学；中国移动十余项硬核服务举措抗击疫情。用科 转发微博:#春季免费直播课#停课不停学，我们在行动！作业帮免费直播课，停课不停学安心在家学；中国移动十余项硬核服务举措抗击疫情。用科技点亮希望，我们与你共度时艰，关注@作业帮App @中国移动 转发本条微博，3月2日不过滤抽送1台998元kindle电子书阅读器。@微博抽奖平台 O抽奖详情	1
